Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Investigator or Source,href
1909.04.27.R,1909-04-27,1909,Provoked,SPAIN,Andalucia,"Puente Mayorga, San Roque, Cádiz",Fishing,M,,Shark knocked him down after he grabbed it by the tail. No injury.   PROVOKED INCIDENT,N,,,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1909.04.27.R-Cadiz.pdf
1909.04.10,1909-04-10,1909,Provoked,USA,Hawaii,"Pa'uwela, Maui",,F,19, Search party saw a large shark devour what appeared to be part of her body,,,Questionable,"Honolulu Star Advertisr, 4/18/1909; J. Borg, pp.69-70; L. Taylor (1993), pp.94-95",http://sharkattackfile.net/spreadsheets/pdf_directory/1909.04.10-Chong.pdf
1909.04.09.R,1909-04-09,1909,Unprovoked,TUNISIA,Sfax,,Diving,M,,FATAL,Y,,,"C. Moore, GSAF; Petit Paisien, 4/15/1909 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1909.04.09.R-Zambeltos.pdf
1909.03.06,1909-03-06,1909,Unprovoked,SOUTH AFRICA,South Atlantic Ocean,Possession Island,,F,,FATAL,Y,,,"L. Green, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1909.03.06-Auckland.pdf
1909.01.17,1909-01-17,1909,Provoked,,,Near the equator,,M,36,FATAL,,,Questionable,"Star, 3/18/1909",http://sharkattackfile.net/spreadsheets/pdf_directory/1909.01.17-Butler.pdf
1909.01.00,1909-01-01,1909,Provoked,ITALY,Sicily,"Off Capo San Croce, near Augusta (Catania)",,,," 3 unidentified bodies recovered (male, female & young girl) from gut of female  4.5 m [14'9""]  white shark caught in fishing net. They may have drowned in tidal wave following earthquake ",,,Shark involvement prior to death was not confirmed,MEDSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1909.01.00-Messina.pdf
1909.00.00,1909-01-01,1909,Unprovoked,AUSTRALIA,New South Wales,Woy Woy,,,,Survived,N ,,,"G.P. Whitley, citing Lone Hand, 12/1/1910, p.134",http://sharkattackfile.net/spreadsheets/pdf_directory/1909.00.00-WoyWoy.pdf
1908.12.31,1908-12-31,1908,Unprovoked,SOUTH AFRICA,Western Cape Province,Stilbaai,Swimming,M,16,FATAL,Y,,,"Fairbridge Index, Cape Archives, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.12.31-East.pdf
1908.12.16.R,1908-12-16,1908,Unprovoked,MEXICO,Quintana Roo,,Swimming,M,,"FATAL, ""bitten in two""",Y,,,"Lowell Sun, 12/16/1908; V.M. Coppleson (1962), p.247; H.D. Baldridge, p.161",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.12.16-Earle.pdf
1908.09.21,1908-09-21,1908,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,,M,,FATAL,Y,,Remains recovered from 3 sharks,"Northern Territory Times & Gazette, 9/25/1908",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.09.21-KongChoongTing.pdf
1908.09.05,1908-09-05,1908,Unprovoked,USA,California,"Redondo, Los Angeles County",Fishing,M,,Lacerations to fingers,N,,,"Los Angeles Times, 9/6/1908, p.I6",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.09.05-RalphNelson.pdf
1908.08.28.R,1908-08-28,1908,Unprovoked,SPAIN,Galicia,Cape Finisterre,,M,,FATAL,Y,,,"Poverty Bay Herald, 10/14/1908",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.08.28.R-Newbury.pdf
1908.07.18.R,1908-07-18,1908,Provoked,SPAIN,Canary Islands,"Tazacorte, La Palma",,,,Human remains recovered but shark involvement prior to death unconfirmed ,,,Questionable,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.07.18.R-LasPalmas.pdf
1908.07.08.R,1908-07-08,1908,Unprovoked,CROATIA,Adriatic Sea,Medola,,F,,"FATAL, lost a leg",Y,,"Species unknown, possible white shark","A. De Maddalena; M. Zuffa (pers. Comm.), Anon. (1908); C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.07.08.R-Milena.pdf
1908.06.18,1908-06-18,1908,Unprovoked,EGYPT,Gulf of Suez,Off Ras Gharib,,M,,FATAL,Y,,,"Bay of Plenty Times, 6/26/2008",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.06.18-Gray.pdf
1908.06.08,1908-06-08,1908,Unprovoked,USA,Georgia,,,M,,FATAL,Y,,,"New York Times, 6/15/1908",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.06.08-Howe.pdf
1908.06.02.R,1908-06-02,1908,Unprovoked,PAPUA NEW GUINEA,New Britain,Matupi,,.,,"Remains of 3 humans recovered from shark, but shark involvement prior to death unconfirmed",Y,,Allegedly a 33-foot shark,"Taranaki Herald, 6/2/1908",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.06.02.R-Matupi.pdf
1908.05.13,1908-05-13,1908,Unprovoked,INDONESIA,Java,Jakarta Harbor,,F,,FATAL,Y,,,"The Advertiser, 6/26/1908",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.05.13-Jakarta.pdf
1908.05.10,1908-05-10,1908,Provoked,USA,Florida," Marathon, Monroe County",,M,,"FATAL, but shark involvement prior to death was not confirmed",,,Questionable,"Weekly Miami Metropolis, 5/11/1908",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.05.10-Williams.pdf
1908.01.08,1908-01-08,1908,Unprovoked,USA,Hawaii,"Mana, Kaua'i",,M,,"FATAL, ""pulled below the surface'  ",Y,,,"C.H. Townsend, Bull. N.Y. Zoological Society, 11-12/1931",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.01.08-JapaneseFisherman.pdf
1907.12.21,1907-12-21,1907,Unprovoked,AUSTRALIA,New South Wales,"Middle Harbour, Sugarloaf Bay, Sydney (Estuary)",,M,,FATAL,Y,,Bull shark,"R.D. Weeks, GSAF; Otago Daily Times, 12/24/1907",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.12.21-Jones.pdf
1907.10.18.R,1907-10-18,1907,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,,M,,FATAL,Y,,,"The Queenslander, 10/26/1907",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.10.18.R-male-Teazer.pdf
1907.10.16.R,1907-10-16,1907,Unprovoked,CHINA,Hong Kong,"Sharp Peak, Sai Kung Peninsula, New Territories",Fishing,M,,"3 of thel 5 were injured, one of whom lost both hands",N,,Shark involvement probable,"Dawson Daily News, 11/20/1907",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.10.16.R-HongKong.pdf
1907.10.16.R,1907-10-16,1907,Unprovoked,CHINA,Hong Kong,"Sharp Peak, Sai Kung Peninsula, New Territories",Fishing,M,, 2 of the 5 fishermen were so seriously injured they died of their wounds,Y,,Shark involvement probable,"Dawson Daily News, 11/20/1907",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.10.16.R-HongKong.pdf
1907.10.14,1907-10-14,1907,Unprovoked,AUSTRALIA,New South Wales,"Merewether Beach, near Newcastle",,M,,Lacerations to left arm from shoulder to wrist,N,11h00,,"Evening Post, 10/14/1907",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.10.14-Nolan.pdf
1907.10.12,1907-10-12,1907,Provoked,HAITI,Tiburon Peninsula,Aux Cayes (now Les Cayes),,M,,"No attack, no injury",,,Invalid,"H.D. Baldridge,       SAF Case #412",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.10.12-alleghany-sailor.pdf
1907.10.08,1907-10-08,1907,Unprovoked,USA,Hawaii," Kalepolepo, Kihei, Maui",Diving,M,,"Arm severed at elbow,  surgically amputated at shoulder ",N,09h00,,"C. Townsend; Pacific Commerical Advertiser, 10/13/1907; J. Borg, p.69; L. Taylor (1993), pp.94-95; Honolulu Advertiser, 8/9/1953",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.10.08-fisherman.pdf
1907.09.18.R,1907-09-19,1907,Provoked,ENGLAND,English Channel,,Swimming,M,," ""Struck across loins"" but no injury. According to witnesses, incident involved a bottlenose dolphin.",,,Questionable,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.09.18.R-Wolffe.pdf
1907.09.11,1907-09-11,1907,Unprovoked,CROATIA," Split-Dalmatia Count,","Sucurja, Hvar Island,",Swimming,F,,FATAL,Y,,,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.09.11-Croatia.pdf
1907.08.12.b..R,1907-08-12,1907,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Krk Island,Swimming,F,,FATAL,Y,,,"Ogden Standard, 8/13/1907",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.08.12.b.R-SchoolTeacher.pdf
1907.08.12.a..R,1907-08-12,1907,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Krk Island,Swimming,M,,FATAL,Y,,,"Ogden Standard, 8/13/1907",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.08.12.a.R-Silvovic.pdf
1907.08.08.R,1907-08-08,1907,Unprovoked,USA,New Jersey,Lower Delaware Bay,Wading,M,,Abrasion to chest,N,,,"New Oxford Item, 8/8/1907",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.08.08.R-Kell.pdf
1907.07.14.R,1907-07-14,1907,Unprovoked,CROATIA," Split-Dalmatia Count,","Su?uraj, Hvar Island",Swimming,F,,FATAL,Y,,,"C. Moore, S. Navajas & R. Rocconi, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.07.14-R-Adriatic.pdf
1907.07.04.R,1907-07-04,1907,Provoked,AUSTRALIA,Queensland,Karra Garra,,M,,"Disappeared, but shark involvement unconfirmed",,,Questionable,"Queensland Figaro, 7/4/1907",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.07.04-R-Atkins.pdf
1907.07.00,1907-07-01,1907,Unprovoked,USA,South Carolina,Small creek near Coles Island,Floating,M,,Slight injuries to left knee & calf ,N,,1.5 m [5'] shark,E. M. Burton,http://sharkattackfile.net/spreadsheets/pdf_directory/1907.07.00-CB-Hernandez.pdf
1907.04.20,1907-04-20,1907,Unprovoked,MEXICO,Oaxaca,Salina Cruz,,M,," 3 fingers & thigh lacerated, foot crushed",N,,,"Los Angles Times, 8/7/1907, p.II11",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.04.20-Funda.pdf
1907.03.26,1907-03-26,1907,Unprovoked,USA,Florida,"Garden Key, Charlotte County",Fishing,M,,"FATAL, shark bit his side, nearly cutting him in two  ",Y,,,"The Sun, 7/13/1913  reprinted article from Punta Gorda Herald of 3/31/1907. NOTE: V.M. Coppleson (1962), p.246 lists the location as Punta Gorda, British Honduras",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.03.26-Larkin.pdf
1907.03.07,1907-03-07,1907,Unprovoked,MALTA,Harare Province,Marsaskala,Fishing,M,,"FATAL,            Fell overboard and were killed by shark",Y,,"White shark, 6 m ","A. De Maddalena, citing Mojetta, et.al",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.03.07-fishemen-Malta.pdf
1907.02.09,1907-02-09,1907,Unprovoked,PHILIPPINES,Luzon Island,Manila Bay,,M,,Finger severed,N,,,"Souix Vally News, 4/4/1907; V.M. Coppleson (1958), p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.02.09-J.J.Dunlap.pdf
1907.02.05,1907-02-05,1907,Unprovoked,NEW ZEALAND,South Island,Port Moeraki,Standing,M,55,"FATAL, leg severely bitten     ",Y,,,"R.D. Weeks, GSAF; Otago Daily Times, 1/13/1962",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.02.05-Hutcheson.pdf
1907.02.03,1907-02-03,1907,Unprovoked,AUSTRALIA,Queensland,Ross Creek,,M,18,FATAL,Y,Morning,,"The Queenslander, 2/9/1907",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.02.03-Williams.pdf
1907.00.00.b,1907-01-01,1907,Unprovoked,VIETNAM,Khánh Hòa Province,Nha Trang,Fishing,M,20,"Leg severely bitten, surgically amputated",N,,,G. Vassal,http://sharkattackfile.net/spreadsheets/pdf_directory/1907.00.00.b-Vietnam.pdf
1907.00.00.a,1907-01-01,1907,Unprovoked,USA,Hawaii,"Pepe'ekeo, Honomu, Hawai'i",Fishing,M,,FATAL,Y,,,"C. H. Townsend; G. H. Balazs & A. H. Kam; J. Borg, p.69; L. Taylor (1993), pp.94-95",http://sharkattackfile.net/spreadsheets/pdf_directory/1907.00.00.a-Pepeekeo.pdf
1906.11.16,1906-11-16,1906,Unprovoked,JAMAICA,Westmoreland Parish,Cabaritta River mouth,Fishing,M,,Leg bitten,N,,,"The Gleaner (Jamaica), 11/20/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.11.16-ZaceyAllen.pdf
1906.10.10.d.R,1906-10-10,1906,Unprovoked,USA,Hawaii,,,M,,Buttock bitten,N,,,"Washington Post, 10/10/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.10.10.d.R-OldNative.pdf
1906.10.10.c.R,1906-10-10,1906,Unprovoked,USA,Hawaii,,Swimming,M,,FATAL,Y,,,"Washington Post, 10/10/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.10.10.c.R-skipper.pdf
1906.10.10.b.R,1906-10-10,1906,Unprovoked,USA,Hawaii,,Diving,M,,Arm severed,N,,,"Washington Post, 10/10/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.10.10.b.R-Hawaii.pdf
1906.10.10.a.R,1906-10-10,1906,Unprovoked,USA,Hawaii,,Swimming,M,,FATAL,Y,,,"Washington Post, 10/10/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.10.10.a.R-Hawaii.pdf
1906.09.27.R.b,1906-09-27,1906,Unprovoked,INDONESIA,Java,Lorok Bay,Swimming,M,,Thumb & index finger of left hand severed,N,,,"Atlanta Constitution, 9/27/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.09.27.R.a&b-Munich-Swede.pdf
1906.09.27.R.a,1906-09-27,1906,Unprovoked,INDONESIA,Java,Lorok Bay,Swimming,M,,FATAL,Y,,,"Atlanta Constitution, 9/27/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.09.27.R.a&b-Munich-Swede.pdf
1906.09.05.R,1906-09-05,1906,Unprovoked,AUSTRALIA,Torres Strait,Mabiuag,Swimming,M,,FATAL,Y,,,"Wanganui Herald, 9/12/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.09.05.R-Smith.pdf
1906.09.00,1906-09-01,1906,Provoked,USA,California,"Avalon, Los Angeles County",Fishing,M,,PROVOKED INCIDENT        No injury; shirt torn by gaffed shark,N,,"Shortfin mako shark, 175-lb ","L.A.Times, 10/1/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.09.00-Neale.pdf
1906.08.20,1906-08-20,1906,Unprovoked,YEMEN,Aden,,Diving,M,,Leg severed. Injury originally thought due to boat's propeller,N,,,S. Samuels,http://sharkattackfile.net/spreadsheets/pdf_directory/1906.08.20-boy.pdf
1906.08.04,1906-08-04,1906,Unprovoked,USA,Maryland,"Tangier Sound, Somerset County",,M,,FATAL,Y,,Remains recovered 5 days later,"Washington Post, 8/11/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.08.04-McFlood.pdf
1906.07.05.R,1906-07-05,1906,Unprovoked,USA,Mississippi,"Bay St. Louis, Hancock County",Swimming,M,,FATAL,Y,,Fishermen recovered partial remains from shark a week later,"The Courier, 7/5/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.07.05.R-St.Stanislaus.pdf
1906.07.00,1906-07-01,1906,Provoked,MOZAMBIQUE,Maputo Province,Lourenco Marques,,M,,Sanna may have drowned; his hand  (identified by ring on finger) found in a shark at the market,,,Questionable,"L.M. Guardian, 7/23/1906; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.07.00-CaptainSanna.pdf
1906.04.27.R,1906-04-27,1906,Unprovoked,INDONESIA,Maluku Province,Aru Islands,Diving,M,,FATAL,Y,,,"The Advertiser, 5/16/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.04.27.R-Aru-Islands.pdf
1906.04.16,1906-04-16,1906,Provoked,AUSTRALIA,Victoria,Western Port Bay,,M,,Finger severed by shark he had shot & stabbed PROVOKED INCIDENT,N,,13' shark,"The Argus, 4/18/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.04.16-Clarke.pdf
1906.04.14,1906-04-14,1906,Unprovoked,AUSTRALIA,Queensland,Lizard Island,Diving,M,17,FATAL,Y,,,"Morning Post, 4/20/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.04.14-Charley.pdf
1906.04.10.R.a & b,1906-04-10,1906,Unprovoked,INDONESIA,,40 miles from Tahane Island,,M,,FATAL x 2,Y,,,"Atlanta Constitution, 5/13/1906, et al.",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.04.10.R.a-b-Baxter.pdf
1906.04.02.R,1906-04-02,1906,Provoked,AUSTRALIA,New South Wales,Moodie Beach,,M,18,Cause of death may have been downing,,,Questionable,".Morning Bulletin, 4/3/1906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.04.02.R-Mills.pdf
1906.02.14.R,1906-02-14,1906,Provoked,NEW ZEALAND,North Island,Mototapu Island,Swimming,M,,Shark involvement prior to death was not determined,,,Questionable,"Otago Witness, 2/14/11906",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.02.14.R-Thomas.pdf
1906.01.28,1906-01-28,1906,Unprovoked,AUSTRALIA,New South Wales,Georges River,,M,31,FATAL,Y,14h10,,"J. Green, p.31",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.01.28-Dobson.pdf
1906.01.20,1906-01-20,1906,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",,M,30,"FATAL, hips & thigh bitten ",Y,12h00,1.8 m to 2.7 m [6' to 9'] shark,"Natal Mercury Pictorial, 1/31/1906; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1906.01.20-Ramdayal.pdf
1905.12.31,1905-12-31,1905,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",Standing,M,,"FATAL, left torso, buttocks, thigh & foot bitten ",Y,Morning,2.4 m [8'] shark,"Natal Mercury 1/1/1906; Natal Mercury Pictorial, 1/10/1906;  M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.12.31-Suppeman.pdf
1905.12.29,1905-12-29,1905,Provoked,AUSTRALIA,Western Australia,Geraldton,,M,,"""Bad wound in the leg"" - 7-ft shark caught in the bath same day",,,Shark involvement not confirmed,"The Advertiser, 12/30/1905",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.12.29-Carroll.pdf
1905.09.29,1905-09-29,1905,Unprovoked,AUSTRALIA,New South Wales,"Waverly, Sydney",Swimming,M,,FATAL. Shark involvement suspected but not confirmed,Y,,,"The Argus, 9/30/1905",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.09.29-Crotty.pdf
1905.09.06.R,1905-09-06,1905,Provoked,USA,Florida,"Fort Pierce, St Lucie County",Fishing,M,,Lacerations to leg from hooked shark PROVOKED INCIDENT,N,,,"Muncie Evening Press, 8/6/1913",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.09.06.R-Curry.pdf
1905.08.24,1905-08-24,1905,Provoked,EGYPT,Suez Canal,Port Said,,M,,Probable drowning & scavenging. ,,,"Tiger shark, 3.9 m","C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.08.24-Head-in-shark.pdf
1905.08.00.b,,1905,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,M,,3 toes of right foot were severed,N,,,The Sun (undated article),http://sharkattackfile.net/spreadsheets/pdf_directory/1905.08.00.b-Wright.pdf
1905.08.00.a,1905-08-01,1905,Unprovoked,PHILIPPINES,Luzon Island,Manila Bay,,M,21,Leg bitten,N,,,"Obrien County Bell, 8/31/1905",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.08.00.a-Abernathy.pdf
1905.07.29,1905-07-29,1905,Unprovoked,USA,North Carolina,"Davis Shore, east of Beaufor, Carteret Countyt",Wading,M,16,Body not recovered FATAL,Y,Afternoon,,"C. Creswell, GSAF;  F. Schwartz, p.23",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.07.29-Davis.pdf
1905.07.25.R,1905-07-25,1905,Provoked,ITALY,,Naples,,M,8,"Body recovered from shark, probable drowning and scavenging",,,Shark involvement prior to death was not confirmed,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.07.25.R-Naples.pdf
1905.07.02,1905-07-10,1905,Unprovoked,INDONESIA, Nusa Tenggara,Off Rakit Island,,M,,FATAL,Y,,,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.07.02-EttrickdaleFireman.pdf
1905.07.00,1905-07-01,1905,Unprovoked,USA,North Carolina,"Ocracoke, Hyde County",Fishing,M,,FATAL,Y,,,"F. Schwartz, p.23 & pers.com to C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.07.00
1905.05.22,1905-05-22,1905,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Swimming,M,,Lacerations to back & right leg,N,,,"Atlanta Constitution, 5/23/1905",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.05.22.R-Coxetter.pdf
1905.04.06,1905-04-06,1905,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",Swimming,M,26,"FATAL, thigh bitten, femoral artery severed  ",Y,16h30,,"Natal Mercury, 4/7/1905; H.Gill & M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.04.06-Anderson.pdf
1905.03.26,1905-03-26,1905,Unprovoked,AUSTRALIA,New South Wales,Lismore,,M,40,Righ thigh severely bitten,N,Morning,5' shark,"Adelaide Advertiser, 3/31/1905",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.03.26-Owen.pdf
1905.03.25,1905-03-25,1905,Provoked,AUSTRALIA,Tasmania,Bridport,,,,FATAL,,,Questionable,"C. Black, GSAF; Adelaide Advertiser, 3/27/1905",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.03.25-Taylor.pdf
1905.02.10,1905-02-10,1905,Provoked,AUSTRALIA,Victoria,Elwood,,M,23,Thought to have been taken by a shark,,,Questionable,"Adelaide Advertiser, 2/13/1905",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.02.10-Blake.pdf
1905.01.01,1905-01-01,1905,Provoked,AUSTRALIA,Victoria,Elwood,,M,39,Reported to have been killed by a shark but 2 years later he was found very much alive,,,Invalid,"Adelaide Advertiser, 1/3/1905",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.01.01-Boldner.pdf
1905.00.00.b,1905-01-01,1905,Provoked,USA,North Carolina,"Cape Lookout, Carteret County",,,,"No injury, shark bumped skiff",N,,20' shark,"Clay Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1905.00.00.b-CoastGuard.pdf
1904.11.02,1904-11-02,1904,Unprovoked,PHILIPPINES,Luzon Island,"Inner Harbor, Olongapo",,M,,Foot bitten,N,,,"The Sun, undated article; V.M. Coppleson (1958), p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1904.11.02-sailor.pdf
1904.10.11.R,1904-10-11,1904,Unprovoked,INDIAN OCEAN,Between Noumea & Sydney,,,M,,FATAL,Y,,,"The Argus, 10/11/1904",http://sharkattackfile.net/spreadsheets/pdf_directory/1904.10.11.R-Slettsten.pdf
1904.09.00,1904-09-01,1904,Unprovoked,CUBA,Havana Province,Havana Harbor,,M,,"FATAL, left leg severed below knee, right leg severed above knee by a second shark",Y,,,Washington Post 7/19/1905,http://sharkattackfile.net/spreadsheets/pdf_directory/1904.09.00-Mobile-sailor.pdf
